CPU	 1	 0.033325
CPU	 3	 0.05
CPU	 5	 0.033325
CPU	 7	 0.033325
CPU	 9	 0.03335
CPU	 11	 0.03335
CPU	 13	 0.033325
CPU	 15	 0.033325
CPU	 17	 0.033325
CPU	 19	 0.05
CPU	 21	 0.05
CPU	 23	 0.05
CPU	 25	 0.05
CPU	 27	 0.033325
CPU	 29	 0.033325
CPU	 31	 0.05
CPU	 33	 0.05
CPU	 35	 0.03335
CPU	 37	 0.05
CPU	 39	 0.05
CPU	 41	 0.03335
CPU	 43	 0.033325
CPU	 45	 0.05
CPU	 47	 0.05
CPU	 49	 0.05
CPU	 51	 0.03335
CPU	 53	 0.05
CPU	 55	 0.03335
CPU	 57	 0.033325
CPU	 59	 0.05
CPU	 61	 0.05
CPU	 63	 0.06665
CPU	 65	 0.066675
CPU	 67	 0.05
CPU	 69	 0.05
CPU	 71	 0.05
CPU	 73	 0.05
CPU	 75	 0.05
CPU	 77	 0.05
CPU	 79	 0.05
CPU	 81	 0.05
CPU	 83	 0.033325
CPU	 85	 0.05
CPU	 87	 0.06665
CPU	 89	 0.033325
CPU	 91	 0.033325
CPU	 93	 0.03335
CPU	 95	 0.033325
CPU	 97	 0.05
CPU	 99	 0.05
IO	 0	 93.7666
IO	 2	 93.7667
IO	 4	 93.75
IO	 6	 93.7333
IO	 8	 93.7334
IO	 10	 93.7167
IO	 12	 93.7167
IO	 14	 93.7
IO	 16	 93.7
IO	 18	 93.6667
IO	 20	 93.6333
IO	 22	 93.6
IO	 24	 93.5833
IO	 26	 93.55
IO	 28	 93.5167
IO	 30	 93.5
IO	 32	 93.4667
IO	 34	 93.4333
IO	 36	 93.3833
IO	 38	 93.3333
IO	 40	 93.3
IO	 42	 93.25
IO	 44	 93.2
IO	 46	 93.15
IO	 48	 93.1167
IO	 50	 93.05
IO	 52	 93
IO	 54	 92.9333
IO	 56	 92.8833
IO	 58	 92.8333
IO	 60	 92.7833
IO	 62	 92.7167
IO	 64	 92.6333
IO	 66	 92.5666
IO	 68	 92.4833
IO	 70	 92.4
IO	 72	 92.3333
IO	 74	 92.2833
IO	 76	 92.2167
IO	 78	 92.1667
IO	 80	 92.0833
IO	 82	 92.0167
IO	 84	 91.95
IO	 86	 91.8667
IO	 88	 91.7833
IO	 90	 91.7167
IO	 92	 91.6333
IO	 94	 91.55
IO	 96	 91.4667
IO	 98	 91.3667
