CPU	 5	 0.85
CPU	 17	 0.85
CPU	 15	 0.85
CPU	 13	 0.816675
CPU	 11	 0.833325
CPU	 3	 0.816675
CPU	 1	 0.833325
CPU	 7	 0.81665
CPU	 9	 0.83335
CPU	 19	 0.81665
CPU	 21	 0.85
CPU	 23	 0.833325
CPU	 25	 0.85
CPU	 27	 0.833325
CPU	 29	 0.833325
CPU	 31	 0.866675
CPU	 33	 0.85
CPU	 35	 0.833325
CPU	 37	 0.85
CPU	 39	 0.83335
CPU	 41	 0.85
CPU	 43	 0.833325
CPU	 45	 0.83335
CPU	 47	 0.85
CPU	 49	 0.86665
CPU	 51	 0.866675
CPU	 53	 0.85
CPU	 55	 0.85
CPU	 57	 0.85
CPU	 59	 0.85
CPU	 61	 0.85
CPU	 63	 0.866675
CPU	 65	 0.85
CPU	 67	 0.83335
CPU	 69	 0.866675
CPU	 71	 0.86665
CPU	 73	 0.833325
CPU	 75	 0.85
CPU	 77	 0.86665
CPU	 79	 0.85
CPU	 81	 0.9
CPU	 83	 0.85
CPU	 85	 0.85
CPU	 87	 0.85
CPU	 89	 0.88335
CPU	 91	 0.866675
CPU	 93	 0.866675
CPU	 95	 0.85
CPU	 97	 0.866675
CPU	 99	 0.85
IO	 0	 1008.67
IO	 12	 1003.68
IO	 4	 1007.02
IO	 2	 1007.83
IO	 6	 1006.17
IO	 8	 1005.35
IO	 10	 1004.52
IO	 14	 1002.88
IO	 16	 1002.07
IO	 18	 1001.25
IO	 20	 1000.45
IO	 22	 999.633
IO	 24	 998.8
IO	 26	 997.95
IO	 28	 997.117
IO	 30	 996.283
IO	 32	 995.4
IO	 34	 994.567
IO	 36	 993.7
IO	 38	 992.85
IO	 40	 991.983
IO	 42	 991.117
IO	 44	 990.267
IO	 46	 989.4
IO	 48	 988.517
IO	 50	 987.6
IO	 52	 986.717
IO	 54	 985.833
IO	 56	 984.95
IO	 58	 984.067
IO	 60	 983.183
IO	 62	 982.3
IO	 64	 981.4
IO	 66	 980.5
IO	 68	 979.617
IO	 70	 978.7
IO	 72	 977.767
IO	 74	 976.867
IO	 76	 975.933
IO	 78	 975.017
IO	 80	 974.083
IO	 82	 973.133
IO	 84	 972.2
IO	 86	 971.267
IO	 88	 970.35
IO	 90	 969.4
IO	 92	 968.45
IO	 94	 967.5
IO	 96	 966.55
IO	 98	 965.6
